,term,frq_pre,frq_post,diff
458,jung,0.00013442215277077661,4.5767488084107565e-05,-8.865466468666905e-05
511,mutter,0.00013442215277077661,4.5767488084107565e-05,-8.865466468666905e-05
456,höhenfeuer,0.00013442215277077661,4.5767488084107565e-05,-8.865466468666905e-05
208,ausdruck,0.0002520415364452062,0.00016345531458609845,-8.858622185910773e-05
679,fremder,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
684,tätigkeit,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
662,staatswesens,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
708,ausbau,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
705,mitteln,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
663,selbstverwirklichung,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
707,formen,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
695,fertig,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
615,verschiedener,0.00010081661457808247,1.3076425166887877e-05,-8.77401894111946e-05
253,vielmehr,0.00021843599825251202,0.00013076425166887875,-8.767174658363326e-05
389,waffen,0.0001512249218671237,6.538212583443938e-05,-8.584279603268432e-05
412,bergen,0.0001512249218671237,6.538212583443938e-05,-8.584279603268432e-05
398,bewusstsein,0.0001512249218671237,6.538212583443938e-05,-8.584279603268432e-05
401,haltung,0.0001512249218671237,6.538212583443938e-05,-8.584279603268432e-05
441,danken,0.0001512249218671237,6.538212583443938e-05,-8.584279603268432e-05
425,stand,0.0001512249218671237,6.538212583443938e-05,-8.584279603268432e-05
414,bestimmen,0.0001512249218671237,6.538212583443938e-05,-8.584279603268432e-05
187,geschaffen,0.00026884430554155323,0.00018306995233643026,-8.577435320512297e-05
555,gesicht,0.00011761938367442955,3.269106291721969e-05,-8.492832075720987e-05
540,menschliche,0.00011761938367442955,3.269106291721969e-05,-8.492832075720987e-05
544,steigen,0.00011761938367442955,3.269106291721969e-05,-8.492832075720987e-05
596,beschworen,0.00011761938367442955,3.269106291721969e-05,-8.492832075720987e-05
523,entstehung,0.00011761938367442955,3.269106291721969e-05,-8.492832075720987e-05
292,dinge,0.00020163322915616494,0.00011768782650199088,-8.394540265417405e-05
293,geblieben,0.00020163322915616494,0.00011768782650199088,-8.394540265417405e-05
466,zustand,0.00013442215277077661,5.230570066755151e-05,-8.211645210322511e-05
507,bauern,0.00013442215277077661,5.230570066755151e-05,-8.211645210322511e-05
452,landsleute,0.00013442215277077661,5.230570066755151e-05,-8.211645210322511e-05
506,städte,0.00013442215277077661,5.230570066755151e-05,-8.211645210322511e-05
447,grundsatz,0.00013442215277077661,5.230570066755151e-05,-8.211645210322511e-05
505,höher,0.00013442215277077661,5.230570066755151e-05,-8.211645210322511e-05
205,verhältnis,0.0002520415364452062,0.00016999352716954238,-8.20480092756638e-05
678,übersehen,0.00010081661457808247,1.9614637750331815e-05,-8.120197682775066e-05
641,tiefer,0.00010081661457808247,1.9614637750331815e-05,-8.120197682775066e-05
610,folgenden,0.00010081661457808247,1.9614637750331815e-05,-8.120197682775066e-05
716,ehren,0.00010081661457808247,1.9614637750331815e-05,-8.120197682775066e-05
655,angehören,0.00010081661457808247,1.9614637750331815e-05,-8.120197682775066e-05
243,hinaus,0.00021843599825251202,0.0001373024642523227,-8.11335340001893e-05
